 Total battles: 213067
 Avg. weight/team: 0.089
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Dragapult          | 94.68270% | 35898  | 94.683% | 26156  | 96.010% | 
 | 2    | Duraludon          | 79.78056% | 30248  | 79.781% | 24943  | 91.557% | 
 | 3    | Hydreigon          | 74.62415% | 28293  | 74.624% | 19806  | 72.701% | 
 | 4    | Dracovish          | 72.79633% | 27600  | 72.796% | 19889  | 73.006% | 
 | 5    | Kommo-o            | 52.07048% | 19742  | 52.070% | 13644  | 50.083% | 
 | 6    | Dracozolt          | 37.53495% | 14231  | 37.535% | 9794   | 35.951% | 
 | 7    | Haxorus            | 37.15514% | 14087  | 37.155% | 9490   | 34.835% | 
 | 8    | Goodra             | 37.02063% | 14036  | 37.021% | 9952   | 36.530% | 
 | 9    | Noivern            | 29.82803% | 11309  | 29.828% | 8134   | 29.857% | 
 | 10   | Appletun           | 22.98887% | 8716   | 22.989% | 5846   | 21.459% | 
 | 11   | Turtonator         | 18.63428% | 7065   | 18.634% | 5309   | 19.488% | 
 | 12   | Flygon             | 17.75861% | 6733   | 17.759% | 4788   | 17.575% | 
 | 13   | Flapple            | 14.66477% | 5560   | 14.665% | 3657   | 13.424% | 
 | 14   | Silvally-Dragon    |  3.61344% | 1370   |  3.613% | 941    |  3.454% | 
 | 15   | Drampa             |  3.30485% | 1253   |  3.305% | 876    |  3.216% | 
 | 16   | Sliggoo            |  0.23738% | 90     |  0.237% | 56     |  0.206% | 
 | 17   | Zweilous           |  0.21100% | 80     |  0.211% | 59     |  0.217% | 
 | 18   | Drakloak           |  0.15825% | 60     |  0.158% | 53     |  0.195% | 
 | 19   | Hakamo-o           |  0.09495% | 36     |  0.095% | 26     |  0.095% | 
 | 20   | Fraxure            |  0.04748% | 18     |  0.047% | 11     |  0.040% | 
 | 21   | Noibat             |  0.04748% | 18     |  0.047% | 14     |  0.051% | 
 | 22   | Applin             |  0.02110% | 8      |  0.021% | 6      |  0.022% | 
 | 23   | Axew               |  0.01846% | 7      |  0.018% | 4      |  0.015% | 
 | 24   | Vibrava            |  0.00791% | 3      |  0.008% | 2      |  0.007% | 
 | 25   | Goomy              |  0.00791% | 3      |  0.008% | 2      |  0.007% | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
